number,sys_updated_at,reassigned,problem_id,contact_type,u_symptom,assignment_group,location,resolved_by,subcategory,u_priority_confirmation,closed_code,opened_by,active,incident_state,urgency,category,rfc,priority,assigned_to,vendor,caused_by,knowledge,reassignment_count,cmdb_ci,impact,D_sys_mod_count,D_reopen_count
INC0030639,2016-05-23 11:07:00,0,1,254,290,803,937,1201,1320,1557,1567,1579,1783,1786,1793,1808,1,2035,2112,1,1,2281,2282,1,2360,2366,2369
INC0030640,2016-05-30 11:07:00,1,1,254,310,794,930,1265,1389,1557,1562,1649,1783,1786,1793,1818,1,2035,2239,1,1,2281,2285,1,2360,2367,2369
INC0030641,2016-05-24 13:07:00,0,1,254,310,787,864,1177,1403,1557,1562,1649,1783,1786,1793,1799,1,2035,2133,1,1,2281,2282,1,2360,2365,2369
INC0030643,2016-05-28 11:07:00,0,1,254,310,787,864,1134,1403,1557,1562,1649,1783,1786,1793,1806,1,2035,2079,1,1,2281,2282,1,2360,2366,2369
INC0030644,2016-05-24 12:07:00,1,1,254,361,788,864,1090,1385,1557,1562,1579,1783,1786,1793,1809,1,2035,2070,1,1,2281,2284,1,2360,2366,2369
INC0030645,2016-05-27 19:15:00,0,1,254,1,795,875,1095,1378,1557,1570,1649,1782,1785,1793,1799,1,2035,2040,1,1,2281,2282,1,2360,2366,2369
INC0030646,2016-05-23 10:07:00,0,1,254,1,785,867,1164,1321,1557,1561,1649,1783,1786,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030647,2016-05-23 10:07:00,0,1,254,559,785,867,1164,1311,1557,1567,1649,1783,1786,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030648,2016-05-23 12:07:00,1,1,254,310,785,927,1142,1403,1557,1567,1649,1783,1786,1793,1808,1,2035,2095,1,1,2281,2283,1,2360,2367,2369
INC0030649,2016-05-28 10:07:00,0,1,254,310,787,864,1089,1311,1557,1558,1579,1783,1786,1793,1806,1,2035,2042,2276,1,2281,2282,1,2360,2366,2369
INC0030651,2016-05-28 15:07:00,1,1,254,612,785,864,1142,1302,1557,1567,1578,1783,1786,1793,1827,1,2035,2095,1,1,2281,2285,1,2360,2367,2369
INC0030652,2016-07-06 14:07:00,1,1,254,310,820,864,1275,1403,1557,1562,1649,1783,1786,1793,1806,1,2035,2242,1,1,2281,2283,1,2360,2367,2369
INC0030653,2016-05-23 11:07:00,0,1,254,290,803,917,1201,1320,1557,1567,1579,1783,1786,1793,1808,1,2035,2112,1,1,2281,2282,1,2360,2366,2369
INC0030655,2016-05-28 12:07:00,1,1,254,310,787,864,1177,1403,1557,1562,1649,1783,1786,1793,1810,1,2035,2133,1,1,2281,2284,1,2360,2366,2369
INC0030656,2016-05-30 11:07:00,1,1,254,310,794,869,1265,1389,1557,1562,1649,1783,1786,1793,1818,1,2035,2239,1,1,2281,2285,1,2360,2367,2369
INC0030657,2016-05-24 11:07:00,0,1,254,1,823,881,1174,1459,1557,1562,1649,1783,1786,1793,1818,1,2035,2130,1,1,2281,2282,1,2360,2366,2369
INC0030658,2016-05-23 16:07:00,1,1,254,474,808,864,1211,1322,1557,1562,1650,1783,1786,1793,1803,1,2035,2154,1,1,2281,2283,1,2360,2366,2369
INC0030659,2016-05-23 09:10:00,0,1,254,559,785,862,1100,1311,1557,1561,1579,1783,1786,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2365,2369
INC0030660,2016-05-28 11:07:00,0,1,254,310,809,866,1228,1442,1557,1562,1649,1783,1786,1793,1807,1,2035,2126,1,1,2281,2282,1,2360,2367,2369
INC0030661,2016-05-25 15:07:00,0,1,254,310,809,864,1115,1442,1557,1562,1649,1783,1786,1793,1807,1,2035,2061,1,1,2281,2282,1,2360,2366,2369
INC0030662,2016-05-28 16:07:00,1,1,254,541,794,864,1265,1354,1557,1562,1650,1783,1786,1793,1797,1,2035,2239,1,1,2281,2285,1,2360,2367,2369
INC0030663,2016-05-29 17:07:00,0,1,254,1,787,864,1089,1403,1557,1558,1582,1783,1786,1793,1799,1,2035,2042,1,1,2281,2282,1,2360,2366,2369
INC0030664,2016-05-30 11:07:00,1,1,254,1,794,916,1265,1461,1557,1562,1649,1783,1786,1793,1818,1,2035,2239,1,1,2281,2285,1,2360,2367,2369
INC0030666,2016-11-06 08:07:00,1,1,254,537,834,864,1168,1442,1557,1562,1649,1783,1786,1793,1807,1,2035,2123,1,1,2281,2283,1,2360,2367,2369
INC0030667,2016-05-23 10:07:00,0,1,254,310,785,874,1100,1385,1557,1562,1579,1783,1786,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2365,2369
INC0030668,2016-05-23 10:07:00,0,1,254,310,785,864,1180,1321,1556,1562,1650,1783,1786,1793,1809,1,2035,2138,1,1,2281,2282,1,2360,2364,2369
INC0030669,2016-05-23 10:07:00,0,1,254,310,785,874,1164,1385,1557,1562,1649,1783,1786,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030670,2016-05-23 14:07:00,0,1,254,310,810,885,1206,1403,1557,1562,1609,1783,1786,1793,1820,1,2035,2172,1,1,2281,2282,1,2360,2365,2369
INC0030673,2016-05-23 10:07:00,0,1,254,559,785,867,1100,1311,1557,1561,1579,1783,1786,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2365,2369
INC0030674,2016-05-23 15:07:00,0,1,254,537,809,864,1115,1442,1557,1562,1650,1783,1786,1793,1807,1,2035,2061,1,1,2281,2282,1,2360,2366,2369
INC0030675,2016-10-06 10:27:00,1,1,254,1,785,862,1190,1329,1557,1562,1649,1782,1785,1793,1810,1,2035,2151,1,1,2281,2291,1,2360,2367,2369
INC0030676,2016-09-06 15:51:00,0,1,254,310,830,866,1159,1353,1557,1562,1649,1782,1785,1793,1818,1,2035,2114,1,1,2281,2282,1,2360,2367,2369
INC0030678,2016-05-28 17:07:00,1,1,254,1,785,874,1142,1403,1557,1567,1650,1783,1786,1793,1818,1,2035,2095,1,1,2281,2283,1,2360,2366,2369
INC0030679,2016-07-06 09:07:00,1,1,254,709,821,936,1173,1412,1557,1562,1649,1783,1786,1793,1801,1,2035,2129,1,1,2280,2286,1,2360,2367,2369
INC0030680,2016-05-23 16:07:00,1,1,254,562,808,868,1211,1322,1557,1562,1579,1783,1786,1793,1803,1,2035,2154,1,1,2281,2283,1,2360,2366,2369
INC0030681,2016-05-23 11:07:00,0,1,254,310,827,867,1166,1320,1557,1562,1610,1783,1786,1793,1808,1,2035,2121,1,1,2281,2282,1,2360,2365,2369
INC0030682,2016-05-23 11:07:00,1,1,254,1,785,932,1164,1389,1557,1567,1650,1783,1786,1793,1818,1,2035,2105,1,1,2281,2283,1,2360,2365,2369
INC0030683,2016-05-23 10:07:00,0,1,254,1,808,926,1211,1403,1557,1562,1582,1783,1786,1793,1818,1,2035,2154,1,1,2281,2282,1,2360,2365,2369
INC0030686,2016-05-23 11:07:00,0,1,254,310,785,864,1137,1403,1557,1562,1586,1783,1786,1793,1809,1,2035,2086,1,1,2281,2282,1,2360,2365,2369
INC0030687,2016-05-23 10:07:00,0,1,254,310,785,862,1164,1315,1557,1561,1649,1783,1786,1793,1804,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030688,2016-05-28 15:07:00,1,1,254,1,823,867,1182,1461,1557,1565,1578,1783,1786,1794,1818,1,2037,2139,1,1,2281,2285,1,2362,2367,2369
INC0030690,2016-05-24 14:07:00,1,1,254,591,821,868,1169,1487,1557,1562,1579,1783,1786,1793,1818,1,2035,2124,1,1,2281,2283,1,2360,2366,2369
INC0030691,2016-05-23 12:07:00,1,1,254,1,793,862,1111,1354,1557,1563,1649,1783,1786,1793,1797,1,2035,2057,1,1,2281,2283,1,2360,2367,2369
INC0030692,2016-11-07 14:07:00,1,1,254,310,786,867,1235,1311,1557,1562,1649,1783,1786,1793,1806,1,2035,2201,1,1,2281,2283,1,2360,2367,2369
INC0030696,2016-05-24 10:07:00,0,1,254,537,801,913,1154,1442,1557,1567,1649,1783,1786,1793,1807,1,2035,2104,1,1,2281,2282,1,2360,2365,2369
INC0030697,2016-05-29 15:07:00,1,1,254,1,794,958,1265,1405,1557,1562,1592,1783,1786,1793,1827,1,2035,2239,1,1,2281,2284,1,2360,2367,2369
INC0030698,2016-05-23 15:07:00,0,1,254,310,786,867,1235,1311,1557,1562,1584,1783,1786,1793,1799,1,2035,2201,1,1,2281,2282,1,2360,2366,2369
INC0030699,2016-05-23 12:07:00,0,1,254,542,785,867,1100,1424,1557,1561,1579,1783,1786,1793,1800,1,2035,2047,1,1,2281,2282,1,2360,2365,2369
INC0030700,2016-05-24 11:07:00,1,1,254,380,785,864,1142,1321,1557,1567,1649,1783,1786,1793,1809,1,2035,2095,1,1,2281,2285,1,2360,2367,2369
INC0030702,2016-05-30 16:40:00,0,1,254,270,796,864,1097,1313,1557,1562,1578,1782,1785,1793,1818,1,2035,2049,1,1,2281,2282,1,2360,2366,2369
INC0030703,2016-05-23 20:07:00,1,1,254,310,836,887,1172,1302,1557,1562,1584,1783,1786,1793,1827,1,2035,2125,1,1,2281,2283,1,2360,2367,2369
INC0030704,2016-10-06 10:41:00,1,1,254,310,785,882,1190,1403,1557,1562,1649,1782,1785,1793,1810,1,2035,2151,1,1,2281,2283,1,2360,2367,2369
INC0030705,2016-05-23 13:07:00,0,1,254,310,786,867,1235,1403,1557,1562,1649,1783,1786,1793,1799,1,2035,2201,1,1,2281,2282,1,2360,2366,2369
INC0030707,2016-05-23 11:07:00,0,1,254,1,830,862,1193,1421,1557,1562,1649,1783,1786,1793,1836,1,2035,2147,1,1,2281,2282,1,2360,2365,2369
INC0030708,2016-05-29 17:07:00,0,1,254,406,802,874,1140,1382,1557,1562,1649,1783,1786,1793,1806,1,2035,2085,2276,1,2281,2282,1,2360,2366,2369
INC0030710,2016-05-23 12:07:00,0,1,254,1,817,862,1138,1403,1557,1565,1649,1783,1786,1793,1800,1,2035,2082,1,1,2281,2282,1,2360,2365,2369
INC0030712,2016-05-23 11:07:00,0,1,254,330,785,913,1100,1378,1557,1562,1579,1783,1786,1793,1799,1,2035,2047,1,1,2281,2282,1,2360,2365,2369
INC0030714,2016-05-23 10:07:00,0,1,254,453,785,874,1102,1322,1557,1561,1578,1783,1786,1793,1803,1,2035,2174,1,1,2281,2282,1,2360,2365,2369
INC0030716,2016-05-23 15:07:00,1,1,254,526,787,864,1177,1348,1557,1562,1649,1783,1786,1793,1814,1,2035,2133,1,1,2281,2283,1,2360,2366,2369
INC0030717,2016-05-25 18:07:00,0,1,254,310,824,937,1182,1358,1557,1565,1649,1783,1786,1793,1818,1,2035,2139,1,1,2281,2282,1,2360,2365,2369
INC0030718,2016-05-25 17:07:00,0,1,254,310,814,866,1111,1339,1557,1563,1649,1783,1786,1793,1827,1,2035,2057,1,1,2281,2282,1,2360,2366,2369
INC0030719,2016-05-23 11:07:00,0,1,254,310,785,935,1164,1315,1557,1561,1649,1783,1786,1793,1804,1,2035,2105,1,1,2281,2282,1,2360,2366,2369
INC0030721,2016-05-30 11:07:00,1,1,254,680,821,865,1175,1502,1557,1562,1584,1783,1786,1793,1818,1,2035,2131,1,1,2280,2283,1,2360,2367,2369
INC0030723,2016-10-06 14:26:00,1,1,254,284,794,864,1265,1438,1556,1562,1586,1782,1787,1793,1827,1,2035,2161,1,1,2281,2284,1,2360,2367,2369
INC0030726,2016-05-23 11:07:00,0,1,254,1,795,865,1095,1476,1557,1562,1596,1783,1786,1793,1817,1,2035,2040,1,1,2281,2282,1,2360,2365,2369
INC0030727,2016-05-24 16:07:00,0,1,254,310,824,937,1110,1358,1557,1565,1649,1783,1786,1793,1818,1,2035,2135,1,1,2281,2282,1,2360,2366,2369
INC0030728,2016-05-23 12:07:00,0,1,254,310,827,867,1166,1320,1557,1562,1586,1783,1786,1793,1808,1,2035,2121,1,1,2281,2282,1,2360,2366,2369
INC0030729,2016-05-23 11:07:00,0,1,254,1,785,867,1117,1322,1557,1561,1582,1783,1786,1793,1803,1,2035,2068,1,1,2281,2282,1,2360,2365,2369
INC0030730,2016-05-23 11:07:00,0,1,254,1,785,874,1164,1315,1557,1561,1649,1783,1786,1793,1804,1,2035,2105,1,1,2281,2282,1,2360,2366,2369
INC0030733,2016-05-31 10:11:00,0,1,254,310,823,936,1110,1322,1557,1565,1650,1782,1785,1793,1818,1,2035,2135,1,1,2281,2282,1,2360,2366,2369
INC0030734,2016-05-24 15:07:00,1,1,254,1,808,874,1132,1403,1557,1562,1649,1783,1786,1793,1818,1,2035,2077,1,1,2281,2284,1,2360,2366,2369
INC0030735,2016-05-28 16:07:00,1,1,254,310,819,864,1171,1403,1557,1562,1649,1783,1786,1793,1800,1,2035,2089,1,1,2281,2284,1,2360,2366,2369
INC0030736,2016-07-06 09:47:00,1,1,254,310,822,862,1160,1403,1556,1562,1584,1782,1787,1793,1810,1,2035,2115,1,1,2281,2284,1,2360,2367,2369
INC0030737,2016-05-23 11:07:00,0,1,254,559,785,867,1100,1311,1557,1562,1579,1783,1786,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2365,2369
INC0030738,2016-05-23 12:07:00,0,1,254,330,786,935,1096,1378,1557,1558,1649,1783,1786,1793,1799,1,2035,2048,1,1,2281,2282,1,2360,2366,2369
INC0030739,2016-05-23 11:07:00,1,1,254,1,785,867,1164,1418,1557,1567,1649,1783,1786,1793,1818,1,2035,2105,1,1,2281,2283,1,2360,2365,2369
INC0030741,2016-05-23 11:07:00,1,1,254,1,785,864,1164,1403,1557,1570,1649,1783,1786,1793,1810,1,2035,2105,1,1,2281,2283,1,2360,2365,2369
INC0030742,2016-05-23 11:07:00,0,1,254,310,785,903,1164,1334,1557,1561,1649,1783,1786,1793,1798,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030746,2016-05-23 11:07:00,0,1,254,526,785,862,1137,1348,1557,1562,1586,1783,1786,1793,1814,1,2035,2086,1,1,2281,2282,1,2360,2365,2369
INC0030747,2016-05-25 09:07:00,1,1,254,1,801,874,1101,1403,1557,1570,1649,1783,1786,1793,1810,1,2035,2104,1,1,2281,2283,1,2360,2366,2369
INC0030748,2016-05-23 11:07:00,0,1,254,1,785,882,1117,1322,1557,1561,1582,1783,1786,1793,1803,1,2035,2068,1,1,2281,2282,1,2360,2365,2369
INC0030749,2016-05-23 12:07:00,1,1,254,277,825,862,1148,1320,1557,1562,1649,1783,1786,1793,1808,1,2035,2099,1,1,2281,2283,1,2360,2365,2369
INC0030750,2016-05-23 12:07:00,0,1,254,310,785,862,1164,1385,1557,1562,1649,1783,1786,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030751,2016-05-24 13:07:00,1,1,254,310,808,862,1132,1315,1557,1562,1698,1783,1786,1793,1804,1,2035,2077,1,1,2281,2283,1,2360,2366,2369
INC0030752,2016-05-23 17:07:00,0,1,254,702,819,958,1189,1434,1557,1562,1592,1783,1786,1793,1805,1,2035,2090,1,1,2281,2282,1,2360,2366,2369
INC0030753,2016-05-23 11:07:00,0,1,254,1,804,874,1133,1344,1557,1561,1702,1783,1786,1793,1803,1,2035,2076,1,1,2281,2282,1,2360,2365,2369
INC0030756,2016-06-18 16:00:00,1,1,254,485,787,864,1089,1426,1557,1558,1578,1783,1786,1793,1799,1,2035,2042,1,1,2281,2283,1,2360,2367,2369
INC0030757,2016-06-06 18:07:00,0,1,254,1,840,896,1174,1403,1557,1561,1649,1783,1786,1793,1818,1,2035,2130,1,1,2281,2282,1,2360,2367,2369
INC0030758,2016-05-30 10:51:00,1,1,254,310,787,864,1134,1403,1557,1562,1650,1782,1785,1793,1810,1,2035,2079,1,1,2281,2283,1,2360,2366,2369
INC0030759,2016-05-23 11:07:00,0,1,254,1,785,862,1164,1321,1557,1562,1649,1783,1786,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030760,2016-05-24 12:07:00,0,1,254,1,785,862,1142,1456,1557,1567,1698,1783,1786,1793,1804,1,2035,2095,1,1,2281,2282,1,2360,2365,2369
INC0030761,2016-05-23 11:07:00,0,1,254,310,785,862,1100,1385,1557,1562,1579,1783,1786,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2365,2369
INC0030762,2016-05-23 23:07:00,0,1,254,310,810,865,1090,1336,1556,1562,1615,1783,1786,1793,1810,1,2035,2070,1,1,2281,2282,1,2360,2364,2369
INC0030763,2016-05-23 12:07:00,0,1,254,453,785,866,1120,1322,1557,1567,1584,1783,1786,1793,1803,1,2035,2064,1,1,2281,2282,1,2360,2365,2369
INC0030765,2016-05-23 12:07:00,0,1,254,310,809,964,1187,1442,1557,1566,1649,1783,1786,1793,1807,1,2035,2144,1,1,2281,2282,1,2360,2365,2369
INC0030766,2016-05-23 11:07:00,0,1,254,299,785,864,1164,1334,1557,1561,1649,1783,1786,1793,1798,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030767,2016-05-23 11:07:00,0,1,254,310,785,862,1164,1403,1557,1567,1649,1783,1786,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030768,2016-05-23 12:07:00,0,1,254,310,785,867,1164,1385,1557,1561,1649,1783,1786,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2366,2369
INC0030769,2016-05-23 11:07:00,0,1,254,526,785,865,1180,1348,1556,1562,1650,1783,1786,1793,1814,1,2035,2138,1,1,2281,2282,1,2360,2364,2369
INC0030770,2016-05-23 16:07:00,1,1,254,310,808,864,1211,1322,1557,1562,1578,1783,1786,1793,1818,1,2035,2154,1,1,2281,2283,1,2360,2366,2369
INC0030771,2016-05-25 15:07:00,1,1,254,310,809,879,1115,1442,1557,1562,1649,1783,1786,1793,1807,1,2035,2061,1,1,2281,2286,1,2360,2367,2369
INC0030772,2016-05-24 15:07:00,1,1,254,299,789,862,1091,1361,1557,1562,1579,1783,1786,1793,1800,1,2035,2043,1,1,2281,2283,1,2360,2366,2369
INC0030773,2016-05-28 12:07:00,0,1,254,310,789,862,1091,1378,1557,1562,1579,1783,1786,1793,1806,1,2035,2043,1,1,2281,2282,1,2360,2366,2369
INC0030775,2016-08-06 12:07:00,1,1,254,537,788,862,1090,1442,1557,1562,1579,1783,1786,1793,1807,1,2035,2070,1,1,2281,2284,1,2360,2367,2369
INC0030776,2016-05-23 17:07:00,1,1,254,310,809,867,1187,1403,1557,1562,1586,1783,1786,1793,1816,1,2035,2144,1,1,2281,2283,1,2360,2366,2369
INC0030777,2016-05-28 09:07:00,0,1,254,310,796,867,1097,1313,1557,1562,1650,1783,1786,1793,1818,1,2035,2049,1,1,2281,2282,1,2360,2366,2369
INC0030778,2016-05-23 15:07:00,0,1,254,310,809,913,1115,1442,1557,1562,1640,1783,1786,1793,1807,1,2035,2061,1,1,2281,2282,1,2360,2365,2369
INC0030779,2016-05-23 12:07:00,0,1,254,526,785,866,1164,1348,1557,1561,1649,1783,1786,1793,1814,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030780,2016-06-29 12:00:00,0,1,254,1,830,864,1205,1353,1557,1562,1665,1783,1786,1793,1818,1,2035,2162,1,1,2281,2282,1,2360,2367,2369
INC0030782,2016-05-23 12:07:00,0,1,254,310,785,884,1164,1322,1557,1562,1649,1783,1786,1793,1803,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030783,2016-05-23 12:07:00,0,1,254,310,785,874,1137,1403,1557,1561,1586,1783,1786,1793,1806,1,2035,2086,1,1,2281,2282,1,2360,2365,2369
INC0030786,2016-08-06 12:07:00,1,1,254,310,788,862,1090,1442,1557,1562,1649,1783,1786,1793,1807,1,2035,2070,1,1,2281,2285,1,2360,2367,2369
INC0030788,2016-05-23 17:07:00,0,1,254,310,830,864,1193,1322,1557,1562,1578,1783,1786,1793,1818,1,2035,2147,1,1,2281,2282,1,2360,2365,2369
INC0030789,2016-05-23 12:07:00,0,1,254,380,785,867,1100,1321,1557,1561,1579,1783,1786,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2365,2369
INC0030791,2016-05-23 16:07:00,1,1,254,474,808,862,1211,1322,1557,1567,1649,1783,1786,1793,1803,1,2035,2154,1,1,2281,2283,1,2360,2366,2369
INC0030792,2016-05-23 16:07:00,0,1,254,1,820,864,1144,1323,1557,1562,1649,1783,1786,1793,1800,1,2035,2093,1,1,2281,2282,1,2360,2366,2369
INC0030793,2016-05-23 12:07:00,0,1,254,534,785,891,1164,1315,1557,1567,1649,1783,1786,1793,1804,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030800,2016-05-23 12:07:00,0,1,254,310,785,874,1137,1403,1557,1561,1586,1783,1786,1793,1809,1,2035,2086,1,1,2281,2282,1,2360,2365,2369
INC0030801,2016-05-23 12:07:00,0,1,254,277,785,864,1102,1320,1557,1561,1578,1783,1786,1793,1808,1,2035,2174,1,1,2281,2282,1,2360,2365,2369
INC0030802,2016-05-23 15:07:00,1,223,254,284,820,864,1144,1504,1557,1562,1650,1783,1786,1795,1800,1,2038,2093,1,1,2281,2283,1,2361,2367,2369
INC0030803,2016-05-30 09:07:00,0,1,254,1,824,932,1149,1358,1557,1563,1649,1783,1786,1793,1818,1,2035,2100,1,1,2281,2282,1,2360,2366,2369
INC0030804,2016-05-23 12:07:00,0,1,254,278,785,867,1100,1321,1557,1561,1579,1783,1786,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2365,2369
INC0030805,2016-05-23 15:07:00,0,1,254,1,820,864,1144,1323,1557,1562,1579,1783,1786,1793,1800,1,2035,2093,1,1,2281,2282,1,2360,2366,2369
INC0030806,2016-05-24 10:07:00,0,1,254,284,786,867,1096,1311,1557,1565,1584,1783,1786,1793,1799,1,2035,2048,1,1,2281,2282,1,2360,2366,2369
INC0030807,2016-10-06 08:27:00,1,1,254,516,785,862,1190,1332,1557,1562,1649,1782,1785,1793,1800,1,2035,2151,1,1,2281,2289,1,2360,2367,2369
INC0030808,2016-05-23 13:07:00,1,1,254,310,810,865,1206,1311,1557,1562,1660,1783,1786,1795,1809,1,2036,2172,1,1,2281,2283,1,2360,2365,2369
INC0030809,2016-05-23 12:07:00,0,1,254,453,785,866,1120,1322,1557,1567,1584,1783,1786,1793,1803,1,2035,2064,1,1,2281,2282,1,2360,2365,2369
INC0030810,2016-05-23 14:07:00,0,1,254,310,827,867,1166,1320,1557,1562,1586,1783,1786,1793,1808,1,2035,2121,1,1,2281,2282,1,2360,2365,2369
INC0030811,2016-05-23 12:07:00,0,1,254,310,785,932,1137,1385,1557,1561,1586,1783,1786,1793,1809,1,2035,2086,1,1,2281,2282,1,2360,2365,2369
INC0030812,2016-08-06 16:45:00,1,1,254,310,793,866,1092,1308,1557,1562,1649,1782,1785,1793,1818,1,2035,2045,1,1,2281,2283,1,2360,2367,2369
INC0030814,2016-05-23 13:07:00,0,1,254,310,785,933,1102,1311,1556,1561,1578,1783,1786,1793,1809,1,2035,2174,1,1,2281,2282,1,2360,2364,2369
INC0030816,2016-05-23 12:07:00,1,1,254,1,785,879,1164,1362,1557,1561,1649,1783,1786,1793,1815,1,2035,2105,1,1,2281,2283,1,2360,2365,2369
INC0030818,2016-05-23 12:07:00,0,1,254,453,785,867,1180,1322,1556,1562,1650,1783,1786,1793,1803,1,2035,2138,1,1,2281,2282,1,2360,2364,2369
INC0030820,2016-05-29 15:07:00,1,1,254,310,830,862,1193,1353,1557,1562,1579,1783,1786,1793,1818,1,2035,2147,1,1,2281,2285,1,2360,2367,2369
INC0030821,2016-05-23 16:07:00,1,1,254,310,785,874,1142,1403,1557,1567,1586,1783,1786,1793,1806,1,2035,2095,1,1,2281,2283,1,2360,2366,2369
INC0030823,2016-05-23 14:07:00,0,1,254,1,785,867,1164,1315,1557,1561,1649,1783,1786,1793,1804,1,2035,2105,1,1,2281,2282,1,2360,2366,2369
INC0030824,2016-05-23 16:07:00,0,1,254,310,785,874,1142,1321,1557,1567,1671,1783,1786,1793,1809,1,2035,2095,1,1,2281,2282,1,2360,2365,2369
INC0030825,2016-05-23 16:07:00,1,1,254,453,808,906,1211,1322,1557,1562,1579,1783,1786,1793,1803,1,2035,2154,1,1,2281,2283,1,2360,2366,2369
INC0030826,2016-05-23 13:07:00,0,1,254,310,785,867,1164,1403,1557,1562,1649,1783,1786,1793,1820,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030827,2016-05-23 13:07:00,0,1,254,453,785,862,1102,1322,1557,1561,1578,1783,1786,1793,1803,1,2035,2174,1,1,2281,2282,1,2360,2365,2369
INC0030829,2016-05-24 14:07:00,1,1,254,1,785,864,1142,1315,1557,1567,1649,1783,1786,1793,1804,1,2035,2095,1,1,2281,2285,1,2360,2367,2369
INC0030830,2016-05-24 11:07:00,1,1,254,310,820,867,1275,1403,1557,1562,1649,1783,1786,1793,1804,1,2035,2242,1,1,2281,2284,1,2360,2366,2369
INC0030832,2016-05-23 15:10:00,1,1,254,310,785,891,1142,1403,1557,1567,1578,1783,1786,1793,1810,1,2035,2095,1,1,2281,2283,1,2360,2366,2369
INC0030833,2016-05-23 14:07:00,0,1,254,310,785,866,1120,1321,1557,1567,1584,1783,1786,1793,1809,1,2035,2064,1,1,2281,2282,1,2360,2365,2369
INC0030834,2016-05-23 13:07:00,0,1,254,559,785,862,1100,1311,1557,1562,1579,1783,1786,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2365,2369
INC0030835,2016-05-23 13:07:00,0,1,254,1,785,864,1164,1331,1557,1569,1649,1783,1786,1793,1800,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030836,2016-05-24 13:07:00,0,1,254,310,802,874,1104,1403,1557,1562,1718,1783,1786,1793,1799,1,2035,2054,1,1,2281,2282,2359,2360,2365,2369
INC0030837,2016-05-23 13:07:00,0,1,254,526,785,864,1164,1348,1557,1562,1649,1783,1786,1793,1814,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030838,2016-05-23 15:07:00,0,1,254,310,820,913,1144,1403,1557,1562,1649,1783,1786,1793,1800,1,2035,2093,1,1,2281,2282,1,2360,2365,2369
INC0030839,2016-05-23 13:07:00,0,1,254,393,785,864,1100,1385,1557,1562,1579,1783,1786,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2365,2369
INC0030840,2016-05-29 15:07:00,1,1,254,277,785,862,1100,1320,1557,1562,1578,1783,1786,1793,1808,1,2035,2047,1,1,2281,2286,1,2360,2367,2369
INC0030841,2016-05-23 14:07:00,1,1,254,283,785,1022,1142,1304,1557,1567,1579,1783,1786,1793,1798,1,2035,2095,1,1,2281,2284,1,2360,2366,2369
INC0030842,2016-05-23 13:10:00,0,1,254,534,785,864,1139,1315,1557,1561,1590,1783,1786,1793,1804,1,2035,2044,1,1,2281,2282,1,2360,2365,2369
INC0030843,2016-05-23 13:07:00,0,1,254,310,785,864,1100,1315,1557,1562,1579,1783,1786,1793,1804,1,2035,2047,1,1,2281,2282,1,2360,2365,2369
INC0030846,2016-05-23 14:07:00,0,1,254,310,785,887,1142,1321,1557,1567,1649,1783,1786,1793,1809,1,2035,2095,1,1,2281,2282,1,2360,2366,2369
INC0030847,2016-05-23 14:07:00,0,1,254,526,785,864,1164,1348,1557,1562,1649,1783,1786,1793,1814,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030849,2016-05-23 14:07:00,0,1,254,526,785,864,1164,1348,1557,1561,1649,1783,1786,1793,1814,1,2035,2105,1,1,2281,2282,1,2360,2365,2369
INC0030850,2016-05-27 14:10:00,0,1,254,617,840,896,1174,1463,1557,1562,1590,1782,1785,1793,1818,1,2035,2130,1,1,2281,2282,1,2360,2366,2369
INC0030852,2016-05-23 16:07:00,0,1,254,1,785,867,1142,1322,1557,1567,1582,1783,1786,1793,1803,1,2035,2095,1,1,2281,2282,1,2360,2365,2369
