DEM,GOP,MedianIncome,MigraRate,BirthRate,DeathRate,BachelorRate
3432.0,7269.0,49129.0,2.0,10.3,9.6,27.2
5656.0,13635.0,68303.0,9.2,11.7,7.8,17.7
9015.0,12920.0,51644.0,-0.8,10.5,11.8,22.7
1492.0,3609.0,58849.0,-14.1,11.3,9.9,22.0
2327.0,5230.0,51347.0,1.6,10.1,10.4,14.6
7266.0,12785.0,53034.0,-3.9,14.1,9.2,23.4
823.0,1349.0,50012.0,-13.8,8.5,14.9,23.9
2306.0,3569.0,49393.0,-10.5,8.0,12.4,17.6
1301.0,2294.0,49669.0,-16.3,9.3,12.8,19.1
3077.0,2932.0,62746.0,1.2,9.8,13.1,29.8
553.0,1540.0,47584.0,-19.8,9.9,11.7,19.3
4623.0,9182.0,63451.0,-3.1,11.4,8.8,22.4
860.0,1930.0,46405.0,-1.4,12.8,12.4,18.4
3825.0,7256.0,52989.0,0.0,14.7,8.5,25.4
4978.0,12155.0,58393.0,-2.9,11.7,10.4,17.9
930.0,991.0,41640.0,2.4,19.4,11.7,12.2
1225.0,3208.0,54651.0,-8.4,12.2,7.8,19.0
2733.0,7062.0,48326.0,-5.2,11.5,12.8,20.1
3192.0,8103.0,61374.0,-1.9,11.9,9.2,18.8
3709.0,8340.0,53407.0,3.6,12.6,12.2,15.3
3637.0,12925.0,51422.0,2.1,12.4,10.1,17.1
7444.0,8826.0,53302.0,-0.7,12.8,10.8,21.7
1295.0,2974.0,52373.0,-9.3,11.6,12.3,18.9
7886.0,8436.0,66868.0,1.3,11.1,6.4,32.6
2733.0,5299.0,56069.0,-2.6,17.1,6.9,15.3
1264.0,1699.0,49572.0,-9.3,11.3,16.1,18.4
36266.0,35668.0,72511.0,4.8,14.0,6.9,44.0
9339.0,20939.0,51252.0,5.5,12.1,12.0,25.1
2146.0,4000.0,52724.0,-5.6,12.6,8.9,20.1
4580.0,8191.0,50962.0,-4.5,8.9,10.7,14.5
1127.0,3338.0,51050.0,-6.9,13.0,14.1,21.4
4712.0,8979.0,50893.0,3.3,13.7,10.3,24.1
2106.0,3793.0,58892.0,4.1,11.0,12.2,21.9
176929.0,70778.0,60287.0,2.6,14.4,7.6,41.9
540.0,1141.0,50625.0,-13.5,11.2,8.5,16.9
1887.0,5137.0,54918.0,-13.6,13.1,13.3,18.6
2117.0,4890.0,56724.0,-12.0,12.3,13.1,14.4
14437.0,15429.0,67726.0,3.1,11.7,6.8,27.5
1373.0,3091.0,57518.0,-5.1,11.6,12.3,23.0
1856.0,5451.0,55879.0,-7.2,11.5,8.5,19.3
57769.0,44631.0,50156.0,-1.1,9.9,10.5,28.7
28502.0,39948.0,91046.0,5.8,13.1,4.9,39.3
13299.0,31049.0,83304.0,12.8,13.1,5.9,27.4
1954.0,5193.0,60978.0,-3.7,10.2,11.4,16.7
25575.0,47618.0,57881.0,0.6,12.8,6.3,27.8
6239.0,11198.0,60619.0,-2.0,12.2,8.8,25.0
2116.0,2800.0,58179.0,-11.9,10.8,7.0,29.3
1679.0,2962.0,50954.0,8.0,11.0,11.8,18.0
2783.0,8485.0,46255.0,-1.2,12.9,9.5,15.5
631.0,1050.0,50416.0,-10.2,10.2,14.0,17.0
3866.0,6989.0,63115.0,0.1,11.2,9.2,21.9
1684.0,4837.0,40963.0,-5.3,12.9,16.2,13.6
2838.0,5967.0,53383.0,-9.1,11.4,10.0,20.5
67086.0,64429.0,90755.0,3.6,11.3,6.3,43.2
1814.0,2768.0,49482.0,-5.8,14.4,10.4,15.3
893.0,2129.0,54373.0,-3.5,11.2,12.9,23.5
11366.0,12122.0,56499.0,-0.4,9.5,8.5,29.8
20336.0,43274.0,76256.0,3.0,13.5,6.1,28.4
1524.0,3382.0,55690.0,4.0,12.2,11.1,16.1
6921.0,5125.0,32956.0,0.0,12.1,12.2,17.8
2684.0,11817.0,38675.0,0.3,12.1,12.9,16.4
2688.0,4282.0,34986.0,-5.4,9.5,13.7,13.1
2847.0,4288.0,31722.0,-3.0,13.1,16.2,13.6
1713.0,2240.0,36400.0,12.8,11.9,13.0,10.3
8410.0,4251.0,29633.0,-21.2,13.8,12.3,23.8
1884.0,4360.0,34417.0,-4.9,11.8,12.7,11.3
1648.0,3774.0,39622.0,0.8,8.2,10.6,14.5
3649.0,4127.0,34611.0,-11.9,13.9,11.9,12.4
1198.0,2763.0,36194.0,-6.0,10.3,12.7,17.7
2523.0,414.0,29266.0,-6.0,12.2,11.9,19.1
2556.0,5088.0,37814.0,-4.8,12.0,15.0,11.7
5695.0,4136.0,34408.0,-7.0,11.8,12.3,20.1
6378.0,2426.0,26815.0,-32.1,16.7,12.3,17.1
6203.0,5576.0,34450.0,-8.4,12.5,11.3,14.2
3267.0,5423.0,33348.0,-2.7,13.7,14.6,17.4
19892.0,42155.0,64138.0,9.3,12.4,7.6,24.1
11271.0,15149.0,36709.0,-4.0,13.8,10.0,27.6
1471.0,2685.0,37533.0,-1.0,10.1,11.9,15.3
1013.0,8652.0,50705.0,6.6,16.2,11.4,12.6
956.0,4309.0,39559.0,2.4,9.1,10.7,8.6
4386.0,5940.0,37419.0,-9.7,13.0,14.2,19.7
3320.0,13720.0,45369.0,8.4,10.3,11.0,23.2
20679.0,39710.0,42988.0,5.2,13.7,9.7,22.3
64922.0,24919.0,42903.0,-12.7,13.3,8.9,29.1
5820.0,1151.0,22045.0,-21.3,13.3,11.4,9.9
2652.0,924.0,25506.0,-15.6,12.1,9.9,14.4
395.0,298.0,26957.0,-12.8,9.8,5.3,6.7
1100.0,8385.0,40644.0,-4.1,11.4,12.7,13.4
13087.0,31204.0,53288.0,-0.6,11.6,9.4,20.8
4367.0,4032.0,34806.0,0.7,13.0,11.6,14.5
3337.0,489.0,26731.0,-27.4,13.8,12.0,15.0
3720.0,2466.0,30815.0,-14.5,11.7,13.9,13.9
7748.0,20076.0,40283.0,-6.0,14.3,10.8,20.5
2827.0,1778.0,31018.0,-5.1,8.1,10.3,11.0
7968.0,10872.0,42287.0,10.3,10.9,7.2,43.9
5044.0,18493.0,57419.0,0.8,13.1,7.5,35.2
10910.0,17574.0,40949.0,-14.5,12.8,10.7,20.0
2181.0,4072.0,42291.0,8.2,13.0,11.6,15.6
3579.0,4775.0,35644.0,-1.5,13.2,10.9,12.8
9635.0,21695.0,43834.0,-2.1,13.7,10.5,23.9
6677.0,2757.0,27573.0,-18.9,16.0,12.5,17.5
4458.0,10550.0,39701.0,-4.2,12.0,12.2,16.0
11545.0,13124.0,44142.0,-5.6,13.6,10.3,23.7
18358.0,25607.0,65870.0,10.2,12.8,9.3,47.7
3572.0,7697.0,33416.0,-10.0,12.2,14.6,12.1
7944.0,6525.0,37561.0,-3.7,11.4,10.6,13.7
5485.0,10107.0,38208.0,3.5,11.3,12.8,17.2
1775.0,2334.0,34946.0,4.1,13.2,13.0,20.4
2668.0,7613.0,37195.0,-0.8,14.6,14.1,12.2
2549.0,5929.0,37468.0,-5.9,13.4,12.5,16.6
4330.0,1181.0,29330.0,-7.9,13.9,11.4,13.5
7851.0,7671.0,36105.0,-4.4,11.4,6.7,43.5
7300.0,7371.0,35570.0,-1.9,14.5,11.3,14.9
2919.0,15530.0,43654.0,2.6,11.2,12.1,16.4
1220.0,4135.0,38064.0,0.2,10.9,12.2,11.0
7636.0,7748.0,32485.0,-6.9,13.4,13.7,15.5
2123.0,9442.0,41455.0,13.9,14.3,9.1,15.9
2067.0,7647.0,36558.0,-2.3,12.5,12.0,12.2
2303.0,998.0,26210.0,-18.7,12.5,13.4,11.4
13741.0,46168.0,62284.0,9.4,12.2,7.7,29.2
3999.0,5742.0,34452.0,-9.3,16.9,10.6,12.7
1290.0,619.0,27880.0,-9.0,11.2,13.2,18.7
3871.0,7393.0,39568.0,-6.2,11.2,11.4,12.6
1598.0,5877.0,38521.0,-8.7,11.4,10.9,12.5
1400.0,4810.0,41884.0,-4.6,11.9,12.1,14.5
6560.0,2768.0,29529.0,-14.4,11.3,11.3,15.4
3337.0,2462.0,29233.0,-16.7,10.6,9.9,11.4
3804.0,7385.0,45643.0,-6.8,12.0,10.4,17.4
1808.0,7182.0,38571.0,1.6,12.5,12.5,15.5
990.0,7117.0,37909.0,3.0,10.6,15.4,10.0
2577.0,840.0,30241.0,-19.5,18.2,10.9,16.8
1969.0,9161.0,44880.0,-3.1,13.6,10.9,14.8
2475.0,3374.0,32016.0,-1.2,11.5,13.4,13.4
8518.0,9420.0,41162.0,-11.6,13.3,12.5,23.3
9847.0,4541.0,30187.0,-18.6,14.4,12.2,18.8
3493.0,5957.0,35545.0,-4.5,14.5,11.9,16.0
1001.0,3949.0,39192.0,-9.5,12.2,14.4,17.3
2826.0,1305.0,26390.0,-2.4,10.4,15.0,13.8
3778.0,4874.0,36091.0,-3.8,11.0,13.1,16.6
2574.0,3366.0,35312.0,0.7,12.9,13.2,14.2
5221.0,4568.0,31773.0,18.5,10.9,11.1,14.6
3495.0,6019.0,36819.0,-8.2,10.8,8.7,30.0
2045.0,6665.0,53356.0,2.9,11.0,11.6,23.8
541.0,2059.0,45966.0,0.4,9.5,12.7,22.5
2567.0,6981.0,42463.0,-4.6,13.5,12.3,14.5
2710.0,11427.0,38060.0,-1.2,12.1,12.2,14.5
795.0,4958.0,40349.0,1.2,11.9,13.3,18.1
1617.0,6000.0,42133.0,1.3,11.1,13.0,14.9
2024.0,7212.0,36413.0,15.5,8.7,16.5,13.4
705.0,4827.0,40935.0,-9.2,10.0,9.8,9.4
41072.0,36146.0,52824.0,5.4,11.9,5.4,46.0
12010.0,21315.0,47517.0,-2.9,13.0,10.0,20.7
3036.0,13647.0,35494.0,-1.9,12.9,12.6,13.8
837.0,3231.0,44952.0,4.0,11.7,11.3,18.3
4988.0,13052.0,53186.0,6.0,10.8,8.5,22.2
4706.0,16721.0,47373.0,6.2,9.1,11.2,21.8
8468.0,26939.0,50227.0,1.6,11.5,10.4,30.5
745.0,3480.0,44581.0,-1.9,11.2,13.2,17.0
436.0,2323.0,33283.0,-10.1,13.0,13.9,16.5
14816.0,33006.0,64422.0,10.3,11.5,9.0,26.1
1010.0,5019.0,35998.0,8.7,14.0,15.7,15.3
888.0,2948.0,44229.0,-10.2,11.4,11.0,18.4
8505.0,30941.0,54273.0,7.9,12.4,7.2,28.2
724.0,2458.0,43975.0,-9.2,12.1,13.1,13.5
45182.0,57328.0,65973.0,8.8,12.8,7.2,32.7
2572.0,7058.0,58371.0,-1.6,11.7,12.2,19.4
10907.0,24610.0,55767.0,-4.6,11.9,8.6,32.9
1932.0,5623.0,47187.0,6.3,10.4,11.8,21.4
1824.0,7724.0,41139.0,-9.2,11.2,12.1,11.2
637.0,3184.0,37884.0,9.0,9.5,14.6,13.6
1271.0,5895.0,36178.0,1.3,13.6,12.9,12.4
730.0,2763.0,43519.0,-8.7,13.6,12.0,18.1
824.0,3540.0,46835.0,-3.4,9.7,9.7,15.3
978.0,5599.0,38722.0,-12.8,12.3,12.4,14.6
984.0,5486.0,33121.0,2.5,11.4,14.0,10.5
2360.0,8026.0,33237.0,-9.6,13.5,13.7,13.1
12339.0,35420.0,55496.0,2.7,12.1,10.4,20.1
1519.0,5670.0,48593.0,1.8,10.9,12.4,18.9
605.0,2304.0,42402.0,-4.8,15.2,14.6,18.0
42400.0,77387.0,42802.0,-0.5,12.4,9.9,30.2
780.0,3462.0,40303.0,7.7,14.5,14.5,18.8
574.0,2965.0,39021.0,-3.5,12.7,14.3,16.2
2356.0,7072.0,42607.0,-2.3,11.8,14.2,15.5
1016.0,3539.0,33649.0,19.0,7.7,17.3,10.0
346.0,1926.0,42240.0,-0.7,10.5,16.3,19.8
1279.0,3277.0,48518.0,-11.7,12.1,10.5,24.4
2880.0,13888.0,36323.0,1.2,12.4,12.0,16.5
933.0,3173.0,34133.0,-3.2,10.3,14.9,10.9
163723.0,114777.0,50822.0,3.5,13.6,9.0,30.9
10565.0,35058.0,44699.0,1.3,14.0,9.7,22.9
31546.0,68973.0,61508.0,-1.5,11.7,9.0,20.2
5924.0,13702.0,50257.0,-4.9,13.2,8.3,28.4
379.0,1413.0,36770.0,7.1,11.5,12.0,15.8
2543.0,12834.0,40885.0,-3.4,13.9,11.0,14.7
4047.0,10977.0,52065.0,-1.1,10.9,12.6,20.1
2898.0,13084.0,41934.0,3.4,13.2,11.9,15.3
933.0,3343.0,43813.0,-6.3,11.5,11.6,14.0
5561.0,18111.0,56833.0,6.2,13.6,9.1,15.9
1239.0,4084.0,41176.0,-8.6,11.3,14.9,15.4
1265.0,4879.0,41759.0,16.6,10.6,14.5,19.3
1329.0,6599.0,37594.0,-4.4,15.5,9.8,11.8
1518.0,5794.0,40603.0,-6.3,11.2,13.3,15.7
1005.0,4102.0,36909.0,5.0,11.9,13.9,15.1
794.0,3559.0,43192.0,-11.6,10.0,11.6,14.1
2993.0,9418.0,45187.0,-1.8,13.0,11.4,20.9
216.0,1486.0,42239.0,-3.8,13.4,9.6,18.0
1750.0,9285.0,41274.0,3.8,12.5,11.2,16.6
1458.0,3600.0,32388.0,-14.8,10.6,12.3,12.4
1237.0,5344.0,50241.0,3.3,13.1,9.2,19.0
853.0,3159.0,41630.0,-0.5,12.3,12.3,12.8
1118.0,4124.0,42701.0,-6.2,10.8,15.4,13.7
1768.0,6757.0,38412.0,3.1,13.6,15.4,12.9
1933.0,5270.0,33037.0,-12.7,12.6,12.6,12.7
4988.0,20546.0,46170.0,-0.3,11.9,10.8,19.7
2529.0,6379.0,44923.0,-9.1,10.2,8.8,27.8
865.0,3668.0,30126.0,-7.3,11.1,14.0,12.2
998.0,5845.0,55781.0,2.1,12.3,8.8,18.9
724.0,3639.0,32042.0,-13.2,8.3,13.3,12.2
1946.0,3964.0,33293.0,-21.6,15.2,14.0,12.1
1520.0,6907.0,51922.0,5.2,11.7,10.0,16.0
4322.0,12792.0,42089.0,-3.8,13.4,10.3,18.4
4761.0,12699.0,40738.0,-1.9,11.4,10.5,29.5
1806.0,5274.0,43617.0,4.1,12.0,11.1,16.1
18915.0,24975.0,77933.0,17.1,12.5,7.2,41.8
2630.0,10435.0,44357.0,2.2,12.0,10.0,20.3
2918.0,9870.0,50870.0,-24.1,15.0,5.7,25.9
352.0,1936.0,40150.0,-5.8,13.0,14.9,18.9
1138.0,3969.0,51564.0,6.9,9.1,10.0,13.6
2283.0,7529.0,43386.0,-3.5,11.4,10.8,15.3
3088.0,7103.0,57589.0,-1.9,11.4,11.8,13.9
540.0,2402.0,33487.0,13.0,8.7,13.0,11.1
830.0,4520.0,30796.0,1.4,12.5,14.7,10.9
68225.0,120899.0,80696.0,9.7,11.6,7.0,37.8
936.0,3501.0,35683.0,-6.5,10.8,17.2,13.4
2540.0,5495.0,57701.0,3.2,10.0,9.0,17.7
6250.0,17467.0,42851.0,2.6,10.7,11.4,14.0
280866.0,199081.0,62756.0,-5.0,11.7,9.9,43.2
2787.0,5977.0,43095.0,-5.5,10.8,11.0,18.0
354.0,1505.0,38134.0,-4.4,15.1,10.7,11.6
365.0,1525.0,39399.0,11.3,19.7,14.6,12.0
3574.0,13168.0,41738.0,-7.2,12.3,11.2,14.5
776.0,2966.0,29499.0,-4.4,10.2,12.1,15.8
606.0,2524.0,40679.0,-7.4,12.7,14.8,17.0
1873.0,11077.0,37694.0,-5.7,11.0,13.4,13.2
2886.0,13149.0,43092.0,10.3,7.8,12.5,18.4
526.0,1884.0,40770.0,-10.9,14.2,9.1,12.2
4367.0,18240.0,38268.0,5.9,12.1,11.0,18.4
1728.0,8875.0,33879.0,6.1,11.8,12.0,14.1
1706.0,6526.0,39036.0,-5.0,12.7,12.8,17.7
3915.0,11109.0,54756.0,6.3,12.7,9.0,18.6
1926.0,7047.0,35745.0,2.6,12.0,12.0,9.4
946.0,4640.0,30793.0,-11.7,10.9,13.7,10.3
3173.0,12829.0,46989.0,8.1,15.2,8.8,16.9
195.0,808.0,41338.0,-4.9,10.8,19.2,17.5
1166.0,6703.0,32722.0,0.9,13.7,12.3,11.4
101487.0,20281.0,39954.0,-15.9,14.2,9.5,35.0
1115.0,3243.0,40218.0,17.8,9.5,8.7,35.5
2061.0,1833.0,39445.0,1.2,20.0,10.7,17.4
1187.0,1259.0,36852.0,-2.8,17.8,9.9,21.8
566.0,2329.0,50791.0,13.9,9.2,10.3,27.0
1824.0,3729.0,53794.0,13.1,6.6,11.8,32.0
70.0,677.0,47280.0,22.4,11.2,9.5,17.5
12053.0,19343.0,45569.0,-7.0,13.7,11.0,26.0
729.0,1676.0,40718.0,0.7,10.0,9.9,27.3
1172.0,3638.0,48935.0,-21.4,13.3,12.2,22.5
167.0,729.0,49333.0,-5.7,8.6,12.0,21.9
786.0,3298.0,55312.0,-36.2,12.7,10.3,21.0
2018.0,1736.0,38394.0,0.1,9.0,14.2,17.4
154.0,1276.0,54158.0,-30.7,14.7,11.2,17.3
1196.0,4235.0,45520.0,4.8,11.4,13.7,28.9
13233.0,30079.0,50249.0,17.5,11.9,9.4,29.9
23879.0,23360.0,60439.0,30.7,11.9,5.2,49.0
34.0,653.0,43328.0,7.7,13.9,10.8,16.8
3076.0,1598.0,37207.0,-1.5,17.2,10.4,19.0
71.0,365.0,38276.0,-7.4,9.8,12.3,25.9
469.0,1185.0,43469.0,40.9,5.6,9.9,26.6
2350.0,3446.0,41705.0,-8.5,18.3,10.0,24.5
1975.0,4099.0,62734.0,17.1,7.9,7.5,34.0
232.0,867.0,44607.0,4.7,7.8,8.3,28.6
4703.0,7453.0,40888.0,7.2,12.1,10.5,28.0
14331.0,16665.0,60370.0,7.0,11.8,8.7,38.6
205.0,695.0,38535.0,7.9,11.7,11.2,16.6
2040.0,6720.0,37793.0,15.1,8.5,13.2,20.2
154.0,858.0,46001.0,18.1,11.1,11.7,16.1
1175.0,3280.0,51252.0,8.1,8.2,11.2,28.9
191.0,728.0,39284.0,12.0,10.9,9.8,26.1
515.0,1322.0,39933.0,-12.8,10.4,14.0,17.3
30740.0,21699.0,47086.0,16.2,10.7,7.5,42.5
331.0,1961.0,42103.0,7.1,9.1,11.4,14.1
3521.0,4872.0,45405.0,7.7,9.1,9.3,32.4
30.0,276.0,43230.0,41.4,2.1,6.2,29.0
315.0,1715.0,42550.0,-11.6,13.8,10.2,20.5
737.0,1786.0,39984.0,-10.7,13.0,12.9,24.8
127.0,880.0,47996.0,-10.2,9.7,12.5,26.4
549.0,2017.0,44863.0,10.4,8.5,12.6,21.0
100.0,555.0,43592.0,30.3,10.4,19.9,20.9
6166.0,14673.0,44851.0,19.4,9.4,10.5,27.1
669.0,3885.0,65277.0,-49.8,14.6,7.5,19.0
1504.0,1722.0,40129.0,-27.5,21.6,11.4,17.1
969.0,2211.0,53946.0,-18.7,16.9,9.9,18.0
1211.0,4268.0,38486.0,18.0,9.9,13.2,17.1
476.0,1237.0,49112.0,-14.6,12.1,14.8,23.6
8545.0,6252.0,45231.0,1.4,11.5,12.2,26.4
904.0,3630.0,59905.0,-3.2,8.2,10.8,25.3
398.0,1580.0,49666.0,1.1,9.7,12.2,25.5
803.0,2152.0,46185.0,-9.4,13.4,11.6,24.4
399.0,1495.0,42689.0,-26.3,12.0,11.0,14.5
59.0,350.0,50770.0,-2.9,17.6,20.5,23.5
886.0,2697.0,47028.0,-12.4,12.0,10.7,20.9
179.0,698.0,37360.0,8.5,11.8,11.8,19.8
55.0,460.0,47908.0,-19.9,11.4,19.9,20.8
21117.0,38675.0,57351.0,5.9,12.6,9.8,31.0
3272.0,9205.0,48010.0,0.7,12.9,10.5,24.9
381.0,2717.0,48799.0,-10.3,12.9,13.5,19.1
16.0,237.0,44511.0,32.7,8.7,13.1,27.9
18.0,355.0,51049.0,1.4,11.2,4.2,20.7
30.0,273.0,48974.0,-29.6,21.1,4.2,22.7
414.0,2299.0,52844.0,5.1,12.0,13.2,20.6
953.0,3550.0,56537.0,-15.6,14.5,11.5,18.2
128.0,978.0,41461.0,-6.0,10.6,17.1,18.2
153.0,1380.0,44709.0,-1.0,10.1,10.1,19.8
4690.0,14424.0,57036.0,4.8,14.5,7.0,34.7
928.0,2360.0,51054.0,5.0,10.7,15.8,18.1
690.0,3068.0,55285.0,-4.0,10.5,13.8,19.9
3461.0,8388.0,63707.0,6.7,10.9,9.1,27.4
572.0,3533.0,53864.0,8.5,12.4,11.3,19.4
171.0,1621.0,51695.0,-13.0,13.2,12.2,20.8
317.0,2623.0,48933.0,-1.5,13.1,10.5,21.2
702.0,3610.0,52565.0,-12.3,13.1,9.9,26.2
470.0,2373.0,51712.0,-27.0,13.4,11.4,18.4
857.0,2171.0,50901.0,-10.0,18.8,7.9,14.5
712.0,3095.0,56419.0,-16.2,12.3,9.5,23.2
635.0,4616.0,47199.0,-1.4,12.7,11.6,20.9
2904.0,4028.0,53332.0,-22.1,17.5,8.4,12.5
785.0,2559.0,44496.0,-5.0,10.6,11.0,37.0
2116.0,5935.0,51688.0,-14.6,17.1,8.3,15.6
120.0,809.0,48546.0,-21.7,9.5,13.8,15.8
556.0,2041.0,52436.0,-7.0,13.0,10.8,20.5
4451.0,9736.0,51704.0,0.7,14.0,12.1,18.6
105207.0,102151.0,59226.0,2.8,15.9,7.2,38.9
89.0,823.0,43459.0,16.7,12.3,8.4,19.4
610.0,2100.0,53037.0,15.2,12.0,14.9,19.9
250.0,1345.0,45456.0,9.4,9.4,13.1,16.6
161.0,1106.0,55089.0,3.0,9.5,6.8,20.0
304.0,1915.0,44219.0,-12.7,11.3,12.7,18.9
2930.0,6333.0,44166.0,-2.4,10.9,12.9,20.2
153.0,869.0,38701.0,-1.6,9.4,13.6,24.9
121.0,819.0,44016.0,-1.5,7.5,16.5,22.2
165.0,792.0,55373.0,0.0,10.9,10.9,26.4
20.0,367.0,55830.0,15.3,15.3,1.5,25.2
210.0,911.0,45429.0,-13.2,11.6,12.0,17.4
6142.0,14139.0,52315.0,-1.9,15.9,8.7,20.9
873.0,3763.0,63996.0,-1.7,11.4,7.8,26.0
219.0,1302.0,45626.0,4.4,11.0,12.2,21.4
30.0,471.0,46401.0,-39.9,17.7,4.4,18.1
158.0,1216.0,43502.0,-15.4,10.9,13.7,18.6
522.0,4275.0,54055.0,-6.1,13.7,11.2,21.2
40.0,355.0,47526.0,-21.5,10.0,34.4,23.9
544.0,2284.0,54803.0,2.7,13.1,11.7,20.5
831.0,2387.0,47750.0,-3.1,11.8,15.2,15.3
560.0,1348.0,47592.0,-0.6,8.8,13.0,16.0
550.0,2519.0,66321.0,0.6,13.1,13.3,22.7
560.0,3203.0,46431.0,-2.0,10.8,13.8,20.7
39.0,458.0,47282.0,-7.6,8.8,7.6,22.9
227.0,1317.0,45091.0,-9.5,12.2,13.8,18.2
715.0,3181.0,46647.0,2.9,11.0,12.0,21.7
60533.0,60456.0,58873.0,7.7,13.1,6.8,38.8
2878.0,11992.0,57445.0,-2.4,12.1,10.1,22.1
32.0,400.0,50979.0,-2.5,11.4,11.4,19.7
48.0,323.0,47918.0,14.7,9.8,9.8,23.2
14.0,257.0,49265.0,34.3,10.1,14.1,24.9
2663.0,10518.0,49625.0,-4.7,15.4,10.3,22.4
601.0,2914.0,52112.0,1.8,11.8,9.3,17.4
282.0,1788.0,44398.0,-9.4,11.0,13.9,18.1
280.0,1257.0,47579.0,-1.7,12.1,13.7,19.8
765.0,2068.0,49242.0,-2.1,9.9,12.3,28.1
348.0,1709.0,41840.0,-8.6,10.5,15.2,19.1
2017.0,4833.0,55030.0,3.6,13.2,10.4,21.8
279.0,970.0,42389.0,3.7,13.4,14.1,17.5
160.0,1202.0,59732.0,-17.5,14.1,9.6,25.8
571.0,3832.0,57432.0,-2.4,11.8,12.4,25.9
382.0,3052.0,55586.0,-11.7,13.4,8.5,22.3
2612.0,10864.0,59288.0,-1.9,15.0,8.8,22.2
411.0,2019.0,53881.0,4.0,10.6,10.0,21.1
638.0,4212.0,48783.0,-9.2,11.8,13.2,18.8
798.0,2684.0,45256.0,1.2,9.7,13.7,18.2
70.0,687.0,48802.0,-2.8,14.2,20.6,20.9
1630.0,2849.0,51222.0,-0.8,13.4,11.0,14.3
27704.0,44649.0,74374.0,9.2,14.2,5.0,40.1
2509.0,7486.0,66330.0,0.7,12.4,10.8,25.4
3151.0,9952.0,46641.0,3.6,13.6,12.2,22.4
1881.0,5451.0,66102.0,7.2,10.5,11.0,29.2
286.0,2192.0,41128.0,4.4,11.1,12.3,23.6
338.0,1143.0,43657.0,-2.0,9.9,16.2,18.2
77.0,602.0,48891.0,-15.0,6.3,6.3,26.6
417.0,2173.0,57857.0,1.7,11.1,7.7,16.6
490.0,1993.0,48668.0,-4.1,10.6,15.9,19.8
30.0,344.0,49449.0,36.6,9.8,4.2,24.0
911.0,1013.0,43737.0,-1.8,23.6,12.1,16.7
337.0,1770.0,43405.0,8.6,11.0,12.0,22.8
2606.0,7374.0,70727.0,13.5,10.8,9.0,30.3
828.0,2675.0,52764.0,-2.0,11.6,7.4,34.5
306.0,1320.0,41616.0,0.0,9.2,15.6,22.6
62.0,377.0,46838.0,25.3,12.6,3.8,17.3
1181.0,4686.0,53960.0,-3.8,11.9,12.3,28.1
2210.0,7828.0,50292.0,-3.4,12.8,12.0,17.5
401068.0,319571.0,54455.0,14.5,12.9,7.4,23.9
8453.0,17406.0,61988.0,11.3,6.5,8.8,28.9
3400.0,13542.0,70242.0,-1.6,14.9,6.0,18.2
65.0,329.0,48693.0,-7.2,10.9,9.7,16.5
74.0,723.0,67590.0,-46.9,8.6,9.1,11.7
1386.0,4521.0,68999.0,-20.9,14.5,7.5,16.3
403.0,1828.0,71814.0,-39.6,15.9,8.6,11.6
285.0,1671.0,49874.0,5.8,8.6,10.9,17.7
6146.0,16005.0,51344.0,15.0,11.0,11.9,14.0
637.0,1179.0,41892.0,-1.6,10.0,18.0,14.4
5095.0,13320.0,48001.0,15.5,8.4,17.0,11.5
430.0,1403.0,56984.0,-7.3,8.0,6.7,14.8
752.0,1616.0,60066.0,30.5,4.8,6.6,28.7
97032.0,94529.0,58253.0,12.9,12.2,8.6,30.5
707.0,2723.0,54832.0,-13.5,10.6,11.3,14.9
9610.0,13125.0,52253.0,6.7,11.4,16.7,22.3
13517.0,19315.0,57779.0,8.7,8.5,11.4,32.4
12987.0,14635.0,56836.0,6.0,7.1,10.9,33.6
22064.0,16876.0,57286.0,-3.2,8.8,9.6,32.6
6558.0,7951.0,45127.0,-6.2,7.8,14.9,18.1
28508.0,19010.0,60335.0,7.3,8.1,9.1,40.5
99348.0,99873.0,75997.0,3.4,10.3,8.0,37.3
40056.0,37631.0,69320.0,3.3,9.2,9.2,35.6
79994.0,90447.0,82016.0,5.2,8.8,7.8,40.7
34884.0,29064.0,69467.0,8.5,9.5,8.7,35.6
10210.0,10796.0,58021.0,-0.1,9.2,10.6,26.8
54472.0,47882.0,55672.0,-10.7,10.8,10.0,27.4
209251.0,163220.0,93205.0,-0.6,10.2,7.5,48.3
108361.0,79539.0,80081.0,-2.8,9.9,8.9,37.5
142375.0,71020.0,65838.0,-4.5,12.1,9.0,31.8
18626.0,28237.0,59181.0,-1.0,9.2,13.4,31.5
27045.0,24213.0,48867.0,-12.7,12.5,9.5,14.7
231031.0,62059.0,54879.0,-3.2,13.2,7.3,34.8
66355.0,66949.0,79332.0,-1.7,9.8,8.7,31.9
149980.0,45615.0,63157.0,-3.9,15.7,5.5,40.9
28797.0,38565.0,113336.0,-6.3,7.4,6.9,52.0
93721.0,42604.0,76988.0,-4.4,11.2,7.7,42.0
164887.0,108981.0,82183.0,-4.5,11.4,6.9,42.7
135825.0,165305.0,89968.0,-2.7,9.4,8.4,44.9
114437.0,125376.0,107019.0,-2.9,9.5,7.4,53.6
81845.0,170103.0,62276.0,4.3,14.6,12.2,29.2
112608.0,71488.0,61517.0,-8.1,13.8,7.1,28.1
